city_name,makat,route_short_name,direction,agency_name
אלעד,15174,174,1,מטרופולין
חבל מודיעין,15174,174,1,מטרופולין
יהוד מונוסון,15174,174,1,מטרופולין
אור יהודה,15174,174,1,מטרופולין
חמד,15174,174,1,מטרופולין
כפר חב''ד,15174,174,1,מטרופולין
ראשון לציון,15174,174,1,מטרופולין
באר יעקב,15174,174,1,מטרופולין
ניר צבי,15174,174,1,מטרופולין
רמלה,15174,174,1,מטרופולין
לוד,15174,174,1,מטרופולין
אלעד,12270,270,1,מטרופולין
נתניה,12270,270,1,מטרופולין
ירושלים,10277,277,2,מטרופולין
גבעת זאב,10277,277,2,מטרופולין
מטה בנימין,10277,277,2,מטרופולין
חבל מודיעין,10277,277,2,מטרופולין
בית נחמיה,10277,277,2,מטרופולין
פארק תעשייה חבל מודיעים,10277,277,2,מטרופולין
אלעד,10277,277,2,מטרופולין
אלעד,10278,278,1,מטרופולין
רמת גן,10278,278,1,מטרופולין
גבעתיים,10278,278,1,מטרופולין
תל אביב יפו,10278,278,1,מטרופולין
תל אביב יפו,10278,278,2,מטרופולין
רמת גן,10278,278,2,מטרופולין
קרית אונו,10278,278,2,מטרופולין
אלעד,10278,278,2,מטרופולין
אלעד,11280,280,1,מטרופולין
פתח תקווה,11280,280,1,מטרופולין
גבעת שמואל,11280,280,1,מטרופולין
בני ברק,11280,280,1,מטרופולין
בני ברק,11280,280,2,מטרופולין
רמת גן,11280,280,2,מטרופולין
אלעד,11280,280,2,מטרופולין
אלעד,19279,279,1,מטרופולין
דרום השרון,19279,279,1,מטרופולין
ראש העין,19279,279,1,מטרופולין
פתח תקווה,19279,279,1,מטרופולין
אשדוד,10450,450,1,דן בדרום
גן יבנה,10450,450,1,דן בדרום
נחל שורק,10450,450,1,דן בדרום
ירושלים,10450,450,1,דן בדרום
אשדוד,10448,448,1,דן בדרום
חבל יבנה,10448,448,1,דן בדרום
ניר גלים,10448,448,1,דן בדרום
גדרה,10448,448,1,דן בדרום
נחל שורק,10448,448,1,דן בדרום
גזר,10448,448,1,דן בדרום
מטה יהודה,10448,448,1,דן בדרום
מטה בנימין,10448,448,1,דן בדרום
ירושלים,10448,448,1,דן בדרום
בני נצרים,18135,135,2,דן בדרום
נווה,18135,135,2,דן בדרום
אשכול,18135,135,2,דן בדרום
אבשלום,18135,135,2,דן בדרום
עין הבשור,18135,135,2,דן בדרום
מרחבים,18135,135,2,דן בדרום
אופקים,18135,135,2,דן בדרום
בני שמעון,18135,135,2,דן בדרום
באר שבע,18135,135,2,דן בדרום
פרי גן,20012,12,2,דן בדרום
תלמי יוסף,20012,12,2,דן בדרום
יתד,20012,12,2,דן בדרום
יבול,20012,12,2,דן בדרום
אשכול,20012,12,2,דן בדרום
שדי אברהם,20012,12,2,דן בדרום
עין הבשור,20012,12,2,דן בדרום
אשכול,19013,13,1,דן בדרום
עין הבשור,19013,13,1,דן בדרום
ישע,19013,13,1,דן בדרום
מבטחים,19013,13,1,דן בדרום
עמיעוז,19013,13,1,דן בדרום
צוחר,19013,13,1,דן בדרום
שדה ניצן,19013,13,1,דן בדרום
תלמי אליהו,19013,13,1,דן בדרום
אוהד,19013,13,1,דן בדרום
אשכול,44010,10,1,דן בדרום
עין הבשור,44010,10,1,דן בדרום
אבשלום,44010,10,1,דן בדרום
דקל,44010,10,1,דן בדרום
שלומית,44010,10,1,דן בדרום
נווה,44010,10,1,דן בדרום
בני נצרים,44010,10,1,דן בדרום
יפיע,46001,1,2,ש.א.מ
נצרת,46001,1,2,ש.א.מ
נוף הגליל,46001,1,2,ש.א.מ
נצרת,29057,57,3,ש.א.מ
אשקלון,36001,1א,1,דן בדרום
אשקלון,23003,3,1,דן בדרום
אשקלון,23003,3,2,דן בדרום
אשקלון,22005,5,2,דן בדרום
אשקלון,19006,6,1,דן בדרום
אשקלון,16010,10,1,דן בדרום
אשקלון,16010,10,2,דן בדרום
ירושלים,10446,446,3,אגד
מטה יהודה,10446,446,3,אגד
גזר,10446,446,3,אגד
נחל שורק,10446,446,3,אגד
יואב,10446,446,3,אגד
באר טוביה,10446,446,3,אגד
לכיש,10446,446,3,אגד
קרית גת,10446,446,3,אגד
שפיר,10446,446,3,אגד
בני שמעון,10446,446,3,אגד
להבים,10446,446,3,אגד
באר שבע,10446,446,3,אגד
פרדס חנה כרכור,10716,716,2,קווים
קיסריה,10716,716,2,קווים
חדרה,10716,716,2,קווים
עמק חפר,10716,716,2,קווים
בית יצחק שער חפר,10716,716,2,קווים
נתניה,10716,716,2,קווים
כפר קרע,53008,8,1,קווים
ערערה,53008,8,1,קווים
מנשה,53008,8,1,קווים
בסמ''ה,53008,8,1,קווים
חדרה,25061,61,2,קווים
גן שמואל,25061,61,2,קווים
פרדס חנה כרכור,25061,61,2,קווים
כפר קרע,25061,61,2,קווים
ערערה,25061,61,2,קווים
מנשה,25061,61,2,קווים
בסמ''ה,25061,61,2,קווים
אשקלון,44007,7,1,דן בדרום
אשקלון,44007,7,2,דן בדרום
פתח תקווה,15051,51,1,דן
בני ברק,15051,51,1,דן
רמת גן,15051,51,1,דן
תל אביב יפו,15051,51,1,דן
תל אביב יפו,16024,24,1,מטרופולין
רמת השרון,16024,24,1,מטרופולין
ירושלים,16180,180,1,תנופה
מבשרת ציון,16180,180,1,תנופה
מוצא עילית,16180,180,1,תנופה
בית זית,16180,180,1,תנופה
נטף,12195,195,2,תנופה
מטה יהודה,12195,195,2,תנופה
אבו גוש,12195,195,2,תנופה
מבשרת ציון,12195,195,2,תנופה
ירושלים,12195,195,2,תנופה
ירושלים,11156,156,1,דרך אגד עוטף ירושלים
מבשרת ציון,11156,156,1,דרך אגד עוטף ירושלים
מבשרת ציון,12159,159,2,דרך אגד עוטף ירושלים
ירושלים,12159,159,2,דרך אגד עוטף ירושלים
ירושלים,12159,159,1,דרך אגד עוטף ירושלים
מבשרת ציון,12159,159,1,דרך אגד עוטף ירושלים
אור יהודה,70001,1,1,מטרופולין
רמת גן,70001,1,1,מטרופולין
קרית אונו,70001,1,1,מטרופולין
סביון,70001,1,1,מטרופולין
יקנעם עילית,13407,407,1,סופרבוס
עמק יזרעאל,13407,407,1,סופרבוס
כפר יהושע,13407,407,1,סופרבוס
קרית טבעון,13407,407,1,סופרבוס
בסמת טבעון,13407,407,1,סופרבוס
נופית,13407,407,1,סופרבוס
קרית אונו,70001,1,2,מטרופולין
סביון,70001,1,2,מטרופולין
רמת גן,70001,1,2,מטרופולין
אור יהודה,70001,1,2,מטרופולין
רמת גן,58002,2,3,מטרופולין
קרית אונו,58002,2,3,מטרופולין
אור יהודה,58002,2,3,מטרופולין
פתח תקווה,15066,66,1,דן
בני ברק,15066,66,1,דן
רמת גן,15066,66,1,דן
תל אביב יפו,15066,66,1,דן
תל אביב יפו,15066,66,2,דן
רמת גן,15066,66,2,דן
בני ברק,15066,66,2,דן
פתח תקווה,15066,66,2,דן
נופית,12773,773,2,סופרבוס
בסמת טבעון,12773,773,2,סופרבוס
זבולון,12773,773,2,סופרבוס
קרית טבעון,12773,773,2,סופרבוס
חיפה,12773,773,2,סופרבוס
תל אביב יפו,20036,36,1,מטרופולין
רמת גן,20036,36,1,מטרופולין
אור יהודה,20036,36,1,מטרופולין
תל אביב יפו,10405,405,1,אגד
מטה יהודה,10405,405,1,אגד
מבשרת ציון,10405,405,1,אגד
ירושלים,10405,405,1,אגד
קרית אתא,30027,27,2,אגד
זבולון,30027,27,2,אגד
נשר,30027,27,2,אגד
חיפה,30027,27,2,אגד
אורים,13035,35,2,דן בדרום
אילת,10993,993,1,אגד
חבל אילות,10993,993,1,אגד
הערבה התיכונה,10993,993,1,אגד
תמר,10993,993,1,אגד
דימונה,10993,993,1,אגד
בני שמעון,10993,993,1,אגד
חיפה,10993,993,1,אגד
חיפה,10993,993,2,אגד
בני שמעון,10993,993,2,אגד
דימונה,10993,993,2,אגד
תמר,10993,993,2,אגד
הערבה התיכונה,10993,993,2,אגד
חבל אילות,10993,993,2,אגד
אילת,10993,993,2,אגד
דקל,20012,12,2,דן בדרום
אבשלום,20012,12,2,דן בדרום
כיסופים,18015,15,2,דן בדרום
אשכול,18015,15,2,דן בדרום
עין השלושה,18015,15,2,דן בדרום
נירים,18015,15,2,דן בדרום
ניר עוז,18015,15,2,דן בדרום
יהוד מונוסון,21037,37,2,מטרופולין
דרום השרון,21037,37,2,מטרופולין
אור יהודה,21037,37,2,מטרופולין
רמת גן,21037,37,2,מטרופולין
תל אביב יפו,21037,37,2,מטרופולין
נצר חזני,31043,43,2,אלקטרה אפיקים
יסודות,31043,43,2,אלקטרה אפיקים
נחל שורק,31043,43,2,אלקטרה אפיקים
יד בנימין,31043,43,2,אלקטרה אפיקים
בית חלקיה,31043,43,2,אלקטרה אפיקים
גני טל,31043,43,2,אלקטרה אפיקים
גדרה,31043,43,2,אלקטרה אפיקים
בני עי''ש,31043,43,2,אלקטרה אפיקים
גדרות,31043,43,2,אלקטרה אפיקים
ניר גלים,31043,43,2,אלקטרה אפיקים
אשדוד,31043,43,2,אלקטרה אפיקים
קרית אונו,28055,55,2,מטרופולין
סביון,28055,55,2,מטרופולין
גני תקווה,28055,55,2,מטרופולין
רמת גן,28055,55,2,מטרופולין
גבעתיים,28055,55,2,מטרופולין
תל אביב יפו,28055,55,2,מטרופולין
ראש העין,13471,471,1,אלקטרה אפיקים
פתח תקווה,13471,471,1,אלקטרה אפיקים
בני ברק,13471,471,1,אלקטרה אפיקים
תל אביב יפו,13471,471,1,אלקטרה אפיקים
אכסאל,23045,45,2,סופרבוס
עמק יזרעאל,23045,45,2,סופרבוס
נצרת,23045,45,2,סופרבוס
נוף הגליל,23045,45,2,סופרבוס
אום אל פחם,11247,247,1,סופרבוס
מעלה עירון,11247,247,1,סופרבוס
מגידו,11247,247,1,סופרבוס
עפולה,11247,247,1,סופרבוס
טבריה,10962,962,2,אגד
הגליל התחתון,10962,962,2,אגד
טורעאן,10962,962,2,אגד
כפר כנא,10962,962,2,אגד
נוף הגליל,10962,962,2,אגד
עמק יזרעאל,10962,962,2,אגד
מטה יהודה,10962,962,2,אגד
ירושלים,10962,962,2,אגד
תל אביב יפו,23056,56,1,מטרופולין
רמת גן,23056,56,1,מטרופולין
קרית אונו,23056,56,1,מטרופולין
סביון,23056,56,1,מטרופולין
יהוד מונוסון,23056,56,1,מטרופולין
אשדוד,11322,322,1,אלקטרה אפיקים
ראשון לציון,11322,322,1,אלקטרה אפיקים
גבעת שמואל,11322,322,1,אלקטרה אפיקים
פתח תקווה,11322,322,1,אלקטרה אפיקים
בני ברק,11322,322,1,אלקטרה אפיקים
תל אביב יפו,11322,322,1,אלקטרה אפיקים
אלעד,12180,180,1,מטרופולין
פתח תקווה,12180,180,1,מטרופולין
גבעת שמואל,12180,180,1,מטרופולין
בני ברק,12180,180,1,מטרופולין
ירושלים,11377,377,2,מטרופולין
גבעת זאב,11377,377,2,מטרופולין
מטה בנימין,11377,377,2,מטרופולין
חבל מודיעין,11377,377,2,מטרופולין
בית נחמיה,11377,377,2,מטרופולין
פארק תעשייה חבל מודיעים,11377,377,2,מטרופולין
אלעד,11377,377,2,מטרופולין
כרמיאל,10968,968,2,אגד
משגב,10968,968,2,אגד
כפר מנדא,10968,968,2,אגד
עמק יזרעאל,10968,968,2,אגד
הסוללים,10968,968,2,אגד
יקנעם עילית,10968,968,2,אגד
מגידו,10968,968,2,אגד
מטה יהודה,10968,968,2,אגד
ירושלים,10968,968,2,אגד
בני ברק,12180,180,2,מטרופולין
רמת גן,12180,180,2,מטרופולין
מגשימים,12180,180,2,מטרופולין
אלעד,12180,180,2,מטרופולין
יהוד מונוסון,23056,56,2,מטרופולין
סביון,23056,56,2,מטרופולין
קרית אונו,23056,56,2,מטרופולין
פתח תקווה,23056,56,2,מטרופולין
גבעת שמואל,23056,56,2,מטרופולין
רמת גן,23056,56,2,מטרופולין
גבעתיים,23056,56,2,מטרופולין
תל אביב יפו,23056,56,2,מטרופולין
ראש העין,71001,1,2,אלקטרה אפיקים
כפר קאסם,71001,1,2,אלקטרה אפיקים
אשקלון,36001,1א,2,דן בדרום
תל אביב יפו,21059,59,1,מטרופולין
רמת גן,21059,59,1,מטרופולין
אור יהודה,21059,59,1,מטרופולין
אור יהודה,21059,59,2,מטרופולין
רמת גן,21059,59,2,מטרופולין
תל אביב יפו,21059,59,2,מטרופולין
תל אביב יפו,14068,68,1,מטרופולין
רמת גן,14068,68,1,מטרופולין
בני ברק,14068,68,1,מטרופולין
קרית אונו,14068,68,1,מטרופולין
סביון,14068,68,1,מטרופולין
הוד השרון,22077,77,2,מטרופולין
קרית אונו,14068,68,2,מטרופולין
סביון,14068,68,2,מטרופולין
גבעת שמואל,14068,68,2,מטרופולין
רמת גן,14068,68,2,מטרופולין
פתח תקווה,14068,68,2,מטרופולין
בני ברק,14068,68,2,מטרופולין
תל אביב יפו,14068,68,2,מטרופולין
תל אביב יפו,15069,69,1,מטרופולין
רמת גן,15069,69,1,מטרופולין
בני ברק,15069,69,1,מטרופולין
גבעת שמואל,15069,69,1,מטרופולין
קרית אונו,15069,69,1,מטרופולין
תל אביב יפו,16061,61,1,דן
רמת גן,16061,61,1,דן
גבעתיים,16061,61,1,דן
ירושלים,11269,269,1,אלקטרה אפיקים תחבורה
גבע בנימין,11269,269,1,אלקטרה אפיקים תחבורה
מטה בנימין,11269,269,1,אלקטרה אפיקים תחבורה
בית אל,11269,269,1,אלקטרה אפיקים תחבורה
פתח תקווה,23076,76,1,מטרופולין
גת רימון,23076,76,1,מטרופולין
גני תקווה,23076,76,1,מטרופולין
קרית אונו,23076,76,1,מטרופולין
סביון,23076,76,1,מטרופולין
אור יהודה,23076,76,1,מטרופולין
כפר ורדים,11471,471,2,נתיב אקספרס
מעלות תרשיחא,11471,471,2,נתיב אקספרס
מעונה,11471,471,2,נתיב אקספרס
מעיליא,11471,471,2,נתיב אקספרס
מטה אשר,11471,471,2,נתיב אקספרס
נהריה,11471,471,2,נתיב אקספרס
מזרעה,11471,471,2,נתיב אקספרס
שבי ציון,11471,471,2,נתיב אקספרס
עכו,11471,471,2,נתיב אקספרס
קרית ביאליק,11471,471,2,נתיב אקספרס
קרית מוצקין,11471,471,2,נתיב אקספרס
חיפה,11471,471,2,נתיב אקספרס
אשדוד,25004,4,2,אלקטרה אפיקים
זכרון יעקב,16263,263,1,קווים
בנימינה גבעת עדה,16263,263,1,קווים
אור עקיבא,16263,263,1,קווים
קיסריה,16263,263,1,קווים
אור יהודה,23076,76,2,מטרופולין
סביון,23076,76,2,מטרופולין
קרית אונו,23076,76,2,מטרופולין
גני תקווה,23076,76,2,מטרופולין
גת רימון,23076,76,2,מטרופולין
פתח תקווה,23076,76,2,מטרופולין
עפולה,21047,47,1,סופרבוס
עמק יזרעאל,21047,47,1,סופרבוס
כפר גדעון,21047,47,1,סופרבוס
אכסאל,21047,47,1,סופרבוס
סח'נין,27055,55,2,סופרבוס
עראבה,27055,55,2,סופרבוס
דייר חנא,27055,55,2,סופרבוס
עיילבון,27055,55,2,סופרבוס
מגאר,27055,55,2,סופרבוס
מרום הגליל,27055,55,2,סופרבוס
מגדל,27055,55,2,סופרבוס
טבריה,27055,55,2,סופרבוס
טבריה,18059,59,1,סופרבוס
מגדל,18059,59,1,סופרבוס
גינוסר,18059,59,1,סופרבוס
עמק הירדן,18059,59,1,סופרבוס
מבואות החרמון,18059,59,1,סופרבוס
הגליל העליון,18059,59,1,סופרבוס
