city_name,stop_name,stop_id,stop_code
כפר סבא,בי''ס בר לב/בן יהודה,1,38831
קרית עקרון,הרצל/צומת בילו,2,38832
ראשון לציון,מרכז ראשונים/הנחשול,3,38833
רחובות,משה פריד/יצחק משקה,4,38834
לוד,ת. מרכזית לוד/הורדה,6,38836
רחובות,חנה אברך/וולקני,7,38837
קרית עקרון,הרצל/משה שרת,8,38838
קרית עקרון,הבנים/אלי כהן,9,38839
קרית עקרון,ויצמן/הבנים,10,38840
קרית עקרון,האירוס/הכלנית,11,38841
קרית עקרון,הכלנית/הנרקיס,12,38842
קרית עקרון,אלי כהן/לוחמי הגטאות,14,38844
קרית עקרון,שבזי/שבת אחים,15,38845
קרית עקרון,שבזי/ויצמן,16,38846
ראשון לציון,חיים ברלב/שדרות יצחק רבין,17,38847
צור משה,מרכז לבריאות הנפש לב השרון,18,38848
צור משה,מרכז לבריאות הנפש לב השרון,19,38849
מזכרת בתיה,אנדרטה לנופלים/עמנואל הלזנר,21,38851
רחובות,הולצמן/המדע,22,38852
ראשון לציון,מחנה צריפין/מועדון,24,38854
קרית עקרון,הרצל/גולני,25,38855
רחובות,הרותם/הדגניות,26,38856
צור משה,הערבה,29,38859
ינוב,מבוא הגפן/מורד התאנה,30,38860
ינוב,מבוא הגפן/ההרחבה,31,38861
גאולים,ההרחבה א,32,38862
גאולים,ההרחבה ב,33,38863
גאולים,ההרחבה/הותיקים,34,38864
נמל תעופה בן גוריון,רשות שדות התעופה/העליה,35,38865
נמל תעופה בן גוריון,כנף/ברוש,36,38866
רחובות,החבורה/דב הוז,37,38867
בית הלוי,בית הלוי ה,39,38869
כפר חיים,הראשונים/כביש 5700,40,38870
רחובות,הגאון בן איש חי/צאלון,42,38872
רחובות,עוקשי/לוי אשכול,43,38873
רחובות,מנוחה ונחלה/יעקב,45,38875
רחובות,גורודסקי/יחיאל פלדי,46,38876
נתניה,דרך הפארק/הרב נריה,48,38878
יציץ,התאנה/הגפן,49,38879
יציץ,התאנה/האלון,50,38880
גדרה,דרך הפרחים/יסמין,51,38881
גדרה,אולפנא הרב בהרן/פינס,52,38882
גדרה,יצחק רבין/פנחס ספיר,53,38883
גדרה,מנחם בגין/יצחק רבין,54,38884
גדרה,חיים הרצוג/שדרות מנחם בגין,55,38885
גדרה,בית ספר גוונים/ארז,56,38886
גדרה,דרך האילנות/אלון,57,38887
גדרה,דרך האילנות/מנחם בגין,58,38888
גדרה,העצמאות/וייצמן,59,38889
גדרה,וייצמן/מרבד הקסמים,60,38890
גדרה,צאלה/אלמוג,61,38891
גדרה,גן חצב/צאלה,62,38892
גדרה,בית המועצה/פינס,63,38893
גדרה,פיינברג/שכביץ,64,38894
גדרה,בן גוריון/פוקס,65,38895
רחובות,לוי אשכול/הרב דוד ישראל,68,38898
רחובות,ת. רכבת רחובות/הורדה,69,38899
רחובות,הרב דוד ישראל/אריה דולצין,71,38901
ראשון לציון,ברשבסקי/מנחם כהן,72,38902
רחובות,קרוננברג/ארגמן,73,38903
ראשון לציון,יעקב פריימן/בנימין שמוטקין,74,38904
ראשון לציון,אנילביץ'/שלום אש,75,38905
ראשון לציון,נחמיה/בית העלמין,76,38906
ראשון לציון,יהודה הלוי/גבעתי,77,38907
רחובות,ההגנה/חי''ש,78,38908
גזר,קרית עקרון/כביש 411,79,38909
גזר,צומת חולדה/כביש 411,80,38910
ראשון לציון,גרינשפן/יגאל אלון,81,38911
ראשון לציון,השומר/האבות,82,38912
ראשון לציון,משה שרת/יעקב קנר,83,38913
ראשון לציון,מרכז ראשונים/הדייגים,84,38914
ראשון לציון,יוסף בורג/משואות יצחק,86,38916
ראשון לציון,יוסף בורג/כתריאל רפפורט,87,38917
רחובות,מקס נורדאו/בנימין,88,38918
נס ציונה,וייצמן/החרש,89,38919
ראשון לציון,שדרות משה דיין/יוסף לישנסקי,90,38920
ראשון לציון,השר חיים שפירא/יוסף ספיר,91,38921
ראשון לציון,השר חיים שפירא/הרב שלום ג'רופי,92,38922
ראשון לציון,שדרות יעקב/נחמיה,94,39001
ראשון לציון,שדרות יעקב/יוסף הנשיא,95,39002
רחובות,לייב יוספזון/יעקב ברמן,97,39004
רחובות,הרב יעקב ברמן/הרב יהודה צבי מלצר,98,39005
רחובות,ברמן/מלצר,99,39006
רחובות,הנשיא הראשון/מכון ויצמן,100,39007
רחובות,הנשיא הראשון/קיפניס,101,39008
באר יעקב,שמחה הולצברג/אברהם ליכטנשטיין,102,39009
באר יעקב,שמחה הולצברג/אברהם ליכטנשטיין,103,39010
באר יעקב,הירדן/הערבה,105,39012
באר יעקב,הירדן/חרוד,106,39013
באר יעקב,האלונים/הדקל,107,39014
באר יעקב,האלונים/שמואל שפירא,108,39015
באר יעקב,האלונים א/הדקל,110,39017
שילת,פארק תעשיות שילת,111,39018
שילת,פארק תעשיות שילת,112,39019
מודיעין מכבים רעות,עיריית מודיעין מכבים רעות,117,39024
מודיעין מכבים רעות,חטיבת אלכסנדרוני/חטיבת גולני,118,39025
מודיעין מכבים רעות,חיים ברלב/מרדכי מקלף,121,39028
מודיעין מכבים רעות,חיים ברלב/מרדכי מקלף,122,39029
מודיעין מכבים רעות,חטיבת גולני/מרדכי מקלף,124,39031
מודיעין מכבים רעות,כליל החורש/מגדל דוד,125,39032
מודיעין מכבים רעות,כליל החורש/מגדל דוד,126,39033
באר יעקב,אלמוג סנטר/אפרים קישון,128,39035
רמלה,גן חק''ל/רבאט,132,39039
רמלה,גן חק''ל/רבאט,133,39040
רמלה,קניון צ. רמלה לוד/דוכיפת,134,39041
רמלה,היצירה/התקווה,136,39043
רמלה,עמל/היצירה,137,39044
רמלה,נווה תרצה,138,39045
רמלה,ישראל פרנקל/דוב הוז,144,39051
רמלה,יוספטל/הדס,145,39052
רמלה,עמיחי/מאיר בינט,147,39054
רמלה,השריון/הצנחנים,148,39055
רמלה,אהרון בוגנים/משה שרת,149,39056
רמלה,גרשון ש''ץ/שמחה הולצברג,150,39057
רמלה,הולצברג/שץ,151,39058
רמלה,אשכול/הרב שפירא,152,39059
רמלה,יהודה שטיין/קרן היסוד,153,39060
רמלה,שמשון הגיבור/המסגד,159,39066
רמלה,ביאליק/חניתה,161,39068
רמלה,קופת חולים כללית/ביאליק,162,39069
רמלה,א.ס לוי/סעדיה מרדכי,163,39070
רמלה,רזיאל/זכריה,164,39071
ישרש,חרוד א,165,39072
ישרש,חרוד/הירדן,166,39073
ישרש,הירדן/דן,167,39074
ישרש,הירדן/דן,168,39075
רמלה,עוזי חיטמן/שושנה דמארי,169,39076
רמלה,עוזי חיטמן/דליה רביקוביץ,170,39077
רמלה,עוזי חיטמן/חנוך לוין,171,39078
רמלה,אהוד מנור/חיטמן,172,39079
רמלה,שושנה דמארי/אהוד מנור,173,39080
רמלה,שושנה דמארי/אהוד מנור,174,39081
רמלה,אהוד מנור/עוזי חיטמן,175,39082
רמלה,בי''ס האמנים/עוזי חיטמן,176,39083
שילת,דרך האורנים/ברוש,179,39086
שילת,שקד/האורנים,180,39087
שילת,דרך החרוב/גפן,181,39088
שילת,דרך החרוב/גפן,182,39089
שילת,החרוב א,183,39090
שילת,החרוב א,184,39091
כפר רות,כפר רות,185,39092
נתניה,החוף הירוק,188,39100
נתניה,חוף פולג/רמת פולג,189,39101
נתניה,חוף פולג/רמת פולג,190,39102
נתניה,אהוד מנור/שוש עטרי,191,39103
נתניה,אהוד מנור/דודו דותן,192,39104
נתניה,זלמן שז''ר/מרדכי גור,193,39105
נתניה,זלמן שז''ר/בני ברמן,194,39106
נתניה,קניון עיר ימים/זלמן שז''ר,195,39107
בית יהושע,אודם\שהם,196,39108
נתניה,שדרות גולדה מאיר/משעול קיפניס,197,39109
נתניה,צומת אביר/כביש 553,198,39110
בית יהושע,יהלום/ספיר,199,39111
בית יהושע,יהלום/שני,200,39112
בית יהושע,מזכירות,201,39113
נתניה,האורזים/האר''י,202,39114
נתניה,איקאה/שדרות גיבורי ישראל,203,39115
נתניה,שד. עובד בן עמי/קהילת צפת,205,39117
נתניה,אירוס הארגמן/חבצלת החוף,206,39118
נתניה,קניון עיר ימים/זלמן שז''ר,207,39119
נתניה,חבצלת החוף/אירוס הארגמן,208,39120
נתניה,שניאור/בן גוריון,209,39121
נתניה,זלמן שניאור/אריה לייב יפה,210,39122
נתניה,ש''י עגנון/קרן היסוד,211,39123
נתניה,גבעת האירוסים/אירוס הארגמן,213,39125
נתניה,חבצלת החוף/אירוס הארגמן,214,39126
נתניה,הבריגדה היהודית/החפץ חיים,215,39127
נתניה,שמחה ארליך/שדרות בן גוריון,216,39128
נתניה,דוד רזניק/החפץ חיים,217,39129
נתניה,לוי אשכול/יעקב דורי,218,39130
נתניה,אריה מוצקין/ד''ר סטופ,219,39131
נתניה,אריה מוצקין/ד''ר סטופ,220,39132
נתניה,הבריגדה היהודית/חיים ברלב,221,39133
נתניה,בלומנפלד/יעקב דורי,222,39134
נתניה,שמחה ארליך/שדרות בן גוריון,223,39135
נתניה,לוי אשכול/יעקב דורי,224,39136
נתניה,שמחה ארליך/לוי אשכול,226,39138
נתניה,בן עמי/שמחה ארליך,227,39139
נתניה,בית ספר אלדד/שדרות גולדה מאיר,229,39141
נתניה,בן עמי/קהילת צפת,230,39142
נתניה,'נאות גולדה א,232,39144
נתניה,'נאות גולדה ב,233,39145
נתניה,נאות גולדה\חזני,234,39146
נתניה,פנקס/57,235,39147
נתניה,ש''י עגנון/יאנוש קורצ'אק,236,39148
נתניה,שדרות פנחס לבון/פנחס רוטנברג,237,39149
נתניה,ש''י עגנון/יצחק אפשטיין,238,39150
נתניה,זלמן שניאור/ש''י עגנון,240,39152
נתניה,שדרות פנחס לבון/תיאודור וייסלברגר,241,39153
נתניה,יצחק קצנלסון/ד''ר וייסלברגר,242,39154
נתניה,רוטנברג\נורדאו,243,39155
נתניה,פנחס לבון/ישראל בר יהודה,244,39156
נתניה,השר ישראל בר יהודה/נורדאו,245,39157
נתניה,מנדלי מוכר ספרים/נורדאו,246,39158
נתניה,יצחק קצנלסון/שדרות פנחס לבון,247,39160
נתניה,שדרות פנחס לבון/יצחק קצנלסון,248,39161
נתניה,שדרות פנחס לבון/שלום עליכם,249,39162
נתניה,לבון/שלום עליכם,250,39163
נתניה,הרב אבו חצירא/הרב רפאל אנקווה,251,39164
נתניה,מרכז ביג/שדרות גיבורי ישראל,253,39166
נתניה,שדרות גיבורי ישראל/הבונים,254,39167
נתניה,שד. גיבורי ישראל/הבונים,255,39168
נתניה,שד. גיבורי ישראל/התרופה,257,39170
נתניה,שדרות גיבורי ישראל/האומנות,258,39171
נתניה,מסוף יד חרוצים,259,39172
נתניה,ת.רכבת ספיר,260,39173
נתניה,שדרות גיבורי ישראל/התרופה,261,39174
נתניה,התרופה/אריה רגב,262,39175
נתניה,פארק שיאים,263,39176
נתניה,בית חרושת טבע,264,39177
נתניה,בית חרושת אביק,265,39178
עין ורד,הדרים/הראשונים,266,39179
נתניה,שד. גיבורי ישראל/האומנות,267,39180
נתניה,השלום\הגביש,268,39181
נתניה,המחשב/הצורן,269,39182
נתניה,עירייה,270,39183
נתניה,יצחק גרינבוים/אפרים אלנקווה,271,39184
נתניה,יצחק גרינבוים/ד''ר שמורק,272,39185
נתניה,גרינבוים/בן צבי,273,39186
נתניה,בן צבי/גרנבוים,274,39187
נתניה,משטרה/בן צבי,275,39188
נתניה,הנרייטה סולד/סטופ,276,39189
נתניה,הנביאים/שד. בן צבי,277,39190
נתניה,הנביאים/נצח ישראל,278,39191
נתניה,שד. בן צבי/שמחה ארליך,280,39193
נתניה,יחזקאל\הנביאים,281,39194
נתניה,בן צבי/פלוגת מכבי,282,39195
נתניה,בן צבי/נחום,283,39196
נתניה,נחום/ישעיהו,284,39197
נתניה,נחום/ישעיהו,285,39198
נתניה,בית הכנסת הבוכרים/בן בוזי,286,39199
נתניה,יחזקאל בן בוזי/נחום,287,39200
נתניה,'יחזקאל/נחום א,288,39201
נתניה,בן צבי/נחום,290,39203
נתניה,בית ספר טשרניחובסקי/בן צבי,291,39204
נתניה,בית ספר טשרניחובסקי/בן צבי,292,39205
נתניה,בי''ס שפירא,293,39206
נתניה,מרכז גריאטרי דורות/הנביאים,294,39207
נתניה,בן עמי/קניג,295,39208
נתניה,שדרות בן עמי/צהלה,296,39209
נתניה,בן עמי\צהלה,297,39210
נתניה,שד. עובד בן עמי/ברוך רם,298,39211
נתניה,ז'בוטינסקי/סמילנסקי,299,39212
נתניה,שד. בן אב''י/הרעות,300,39213
נתניה,ז'בוטינסקי/קרליבך,301,39214
נתניה,בן צבי/הגר''א,302,39215
נתניה,שד. בן צבי/היהלומן אברהם,303,39216
נתניה,בית ספר טשרניחובסקי/הגר''א,304,39217
נתניה,עובדיה בן שלום/שלום שבזי,305,39218
נתניה,שד. בנימין/שלום שבזי,307,39220
נתניה,שד. בנימין/הרב טביב,308,39221
נתניה,שד. בן אב''י/שד. בנימין,309,39222
נתניה,עובדיה בן שלום/רמב''ם,310,39223
נתניה,עובדיה בן שלום/רמב''ם,311,39224
נתניה,אליעזר בן יהודה/אברהם אבו שדיד,312,39225
נתניה,סמילנסקי/ירמיהו הלפרין,313,39226
נתניה,סמילנסקי/שדרות ירושלים,315,39228
נתניה,דיזנגוף/ירושלים,316,39229
נתניה,שדרות ירושלים/סמילנסקי,317,39230
נתניה,שדרות בן אב''י/שדרות בנימין,318,39231
נתניה,שד. בן אב''י/שד. בנימין,319,39232
נתניה,שדרות בנימין/טשרניחובסקי,320,39233
נתניה,שד. בנימין/תחכמוני,321,39234
נתניה,שד.ירושלים/שד. בנימין,322,39235
נתניה,שד. בנימין/שד. ירושלים,323,39236
נתניה,שד. בנימין/שד. ירושלים,324,39237
נתניה,האר''י/הרב חרל''פ,325,39238
נתניה,האר''י/דן שומרון,326,39239
נתניה,פתח תקווה/אצ''ל,327,39240
נתניה,פתח תקווה/בן אבי,328,39242
נתניה,פתח תקווה/אפרים אהרונסון,329,39243
נתניה,פתח תקווה/טיומקין,330,39244
נתניה,פתח תקווה/החלוצים,331,39245
נתניה,הרצל/עולי הגרדום,332,39246
נתניה,הרצל/עולי הגרדום,333,39247
נתניה,אוסישקין/שד. ירושלים,334,39248
נתניה,אוסישקין/ראשון לציון,335,39249
נתניה,דיזנגוף/דוד רמז,336,39250
נתניה,דוד המלך/סטודיו,337,39251
נתניה,דיזנגוף/הרצל,338,39252
נתניה,ששת הימים\ויצמן,339,39253
נתניה,כיכר פרלמן,340,39254
נתניה,דוד המלך/שד. ניצה,341,39255
נתניה,בי''ס יהודה הנשיא,342,39256
נתניה,אנדריוס/בורוכוב,344,39258
נתניה,בורוכוב/יהודה הנשיא,345,39259
נתניה,בורוכוב/יהודה הנשיא,346,39260
נתניה,ד''ר יהושע טהון/ליאון רייך,347,39261
נתניה,הרב הרצוג/שלמה המלך,348,39262
נתניה,יהושע טהון/איכילוב,349,39263
נתניה,יהושע טהון/הרצוג,350,39264
נתניה,ד''ר יהושע טהון/הרב הרצוג,351,39265
נתניה,ת. מרכזית נתניה,353,39267
נתניה,שדרות חיים וייצמן/שער העמק,354,39269
נתניה,שוק עירוני,355,39270
נתניה,ויצמן/ששת הימים,356,39271
נתניה,מלחמת ששת הימים/ישראל זנגוויל,357,39272
נתניה,הרצל/מינץ,358,39273
נתניה,הרצל/בנימין מינץ,359,39274
נתניה,דרך רזיאל/היהלום,360,39275
נתניה,דרך רזיאל/מלחמת ששת הימים,361,39276
נתניה,דרך רזיאל/מלחמת ששת הימים,362,39277
נתניה,הרב יצחק ניסנבוים/משה גליקסון,363,39278
נתניה,דרך רזיאל/הרב ריינס,364,39279
נתניה,דרך רזיאל/הרב ריינס,365,39280
נתניה,י.ח. ברנר/שד. חיים וייצמן,366,39281
נתניה,ויצמן\שפירא משה,367,39282
נתניה,שדרות וייצמן/יהודה הנשיא,368,39283
נתניה,וייצמן/שרת,369,39284
נתניה,חיים וייצמן/משה איכילוב,370,39285
נתניה,וייצמן/איכילוב,371,39286
נתניה,הרב הרצוג/שדרות חיים וייצמן,372,39287
נתניה,שד.וייצמן/סוקולוב,373,39288
נתניה,בית הבאר/נחום סוקולוב,374,39289
נתניה,הרב ריינס/עמק חפר,376,39291
נתניה,גולומב/טרומפלדור,377,39292
נתניה,שרת/אליהו גולומב,378,39293
נתניה,נחום סוקולוב/פייר ז'ילבר,379,39294
נתניה,נחום סוקולוב/פייר ז'ילבר,380,39295
נתניה,בית חולים לניאדו,381,39296
נתניה,הגדוד העברי/דברי חיים,382,39297
נתניה,אח''י דקר/דברי חיים,383,39298
נתניה,בית חולים לניאדו,384,39299
נתניה,הרב מיימון/מוריה,385,39300
נתניה,הרב מיימון/מוריה,386,39301
נתניה,הגפן\הגדוד העבר,387,39302
נתניה,הגפן\החרוב,388,39303
נתניה,הגפן/שד. עין התכלת,389,39304
נתניה,הגפן/שד. עין התכלת,390,39305
נתניה,קמיל הויסמנס/רבי עקיבא,391,39306
נתניה,קמיל הויסמנס/בלפור,392,39307
נתניה,הגפן/השקד,395,39310
נתניה,הגפן/השקד,396,39311
בית יהושע,צומת תל יצחק,399,39314
כפר נטר,'כפר נטר א,401,39316
כפר נטר,מרפאה,402,39317
כפר נטר,ההדרים/החרוב,403,39318
כפר נטר,ההדרים/סמטת החרוב,404,39319
אבן יהודה,ההדרים/עממי,405,39320
אבן יהודה,ההדרים/עממי,406,39321
אבן יהודה,השומרון/ותיקים,407,39323
אבן יהודה,השומרון/ותיקים,408,39324
אבן יהודה,ההדרים/הלוחמים,409,39325
אבן יהודה,ההדרים/הלוחמים,410,39326
אבן יהודה,המתמיד/הנוטע,411,39327
אבן יהודה,הנוטע/רקפות,412,39328
אבן יהודה,המייסדים/צבר,413,39329
אבן יהודה,מועצה מקומית,414,39330
אבן יהודה,העצמאות/נרקיסים,417,39333
אבן יהודה,כביש 4/השומרון,418,39334
אבן יהודה,כביש 4/תל צור,419,39337
כפר נטר,כפר נטר הצעירה,420,39339
אבן יהודה,העצמאות/רימון,421,39340
כפר נטר,כפר נטר הצעירה,422,39341
כפר נטר,ההדרים/השלום,423,39342
כפר נטר,האלון/ההדרים,424,39343
כפר נטר,האלון/ההדרים,425,39345
אבן יהודה,פארק הבנים/הבנים,426,39346
אבן יהודה,גן הבנים/הבנים,427,39347
נתניה,שדרות לנטוס/יוסף,428,39348
נתניה,טום לנטוס/ליבר זאב,429,39349
נתניה,דרך דגניה/בני וו.רייך,430,39350
נתניה,דרך דגניה/ליבר זאב,431,39351
נתניה,טום לנטוס/ד''ר יהודה פרח,432,39352
נתניה,שפיגלמן/הגולן,435,39355
נתניה,בית עלמין,436,39356
נתניה,דגניה\קלויזנר,437,39357
נתניה,דרך דגניה/פרופסור יוסף קלאוזנר,438,39358
נתניה,מרכז דוד/דרך דגניה,440,39360
נתניה,חורשת הסרג'נטים/האוניברסיטה,441,39361
נתניה,הרטום/רות המואביה,442,39362
נתניה,מכללת נתניה/החינוך העברי,444,39364
נתניה,דרך הפארק/האוניברסיטה,445,39365
נתניה,ההשכלה/האוניברסיטה,446,39366
נתניה,ההשכלה/האוניברסיטה,447,39367
נתניה,ההשכלה/הרב יהודה אונטרמן,448,39368
נתניה,ההשכלה/הרב יהודה אונטרמן,449,39369
אבן יהודה,הבנים/המחתרת,450,39370
אבן יהודה,הבנים/מרבד הקסמים,451,39371
אבן יהודה,הבנים/סמטת הורדים,452,39372
אבן יהודה,הבנים/סמטת הורדים,453,39373
אבן יהודה,צומת הדסים,454,39374
קדימה צורן,צומת הדסים,455,39375
נתניה,הברבור/הזמיר,456,39376
נתניה,הזמיר/השחף,457,39377
נתניה,הזמיר/הנשר,458,39378
תל מונד,דרך הלורד\אבני,459,39379
קדימה צורן,הורדים/יונק הדבש,460,39380
קדימה צורן,הארז/השיזף,461,39381
קדימה צורן,גורדון/כצנלסון,462,39382
קדימה צורן,יוספטל / מימון,463,39383
קדימה צורן,גורדון/רוזנבך,465,39385
קדימה צורן,גורדון/ברנר,466,39386
קדימה צורן,יאנוש קורצ'אק/גורדון,467,39387
קדימה צורן,גורדון/יאנוש קורצ'אק,468,39388
קדימה צורן,ז'בוטינסקי/ההסתדרות,469,39389
קדימה צורן,אח''י דקר/ההסתדרות,470,39390
קדימה צורן,האלון/ההסתדרות,471,39391
קדימה צורן,שבזי/שד. יצחק בן צבי,472,39392
קדימה צורן,אח''י דקר/העורב,473,39393
קדימה צורן,מ''ג/ההסתדרות,474,39394
קדימה צורן,מ''ג/אלי כהן,475,39395
קדימה צורן,שבזי/סעדיה אבני,476,39396
קדימה צורן,שבזי/בר יהודה,477,39397
תל מונד,הדקל/הכלנית,478,39398
תל מונד,הדקל/הרקפת,479,39399
תל מונד,הדקל/הנרקיס,480,39400
תל מונד,הדקל/השקד,481,39401
קדימה צורן,הארז/הציפורים,482,39402
קדימה צורן,הארז/השלדג,483,39403
קדימה צורן,הארז/השיקמים,484,39404
קדימה צורן,הארז/השיקמים,485,39405
תל מונד,הדקל/התמר,486,39406
קדימה צורן,כביש 562/האנפה,487,39407
קדימה צורן,היובל/התפוז,488,39408
קדימה צורן,מסגריה/מ''ג,489,39409
קדימה צורן,שבזי/אלי כהן,490,39410
קדימה צורן,מ''ג/שבזי,491,39411
קדימה צורן,אזור תעשיה קדימה,492,39412
קדימה צורן,562/שדרות הדקלים,493,39413
עין ורד,צומת עין ורד,494,39414
קדימה צורן,הרצל/האירוסים,495,39415
קדימה צורן,הרצל/תדהר,496,39416
קדימה צורן,הרצל/מורדי הגטאות,497,39417
קדימה צורן,הרצל/מורדי הגטאות,498,39418
קדימה צורן,שד. יצחק בן צבי/הנרייטה סולד,499,39419
קדימה צורן,שד. יצחק בן צבי/רימון,500,39420
קדימה צורן,בן צבי\אחד העם,501,39421
קדימה צורן,מועצה,502,39422
נתניה,כיכר אורט,503,39423
נתניה,שפיגלמן/הרטום,504,39424
נתניה,בי''ס אורט,505,39425
נתניה,ת. רכבת נתניה,506,39426
נתניה,האורזים/העמל,507,39427
נתניה,קניון הדרים,508,39428
נתניה,דרך דגניה/הרב יהודה אונטרמן,509,39429
נתניה,מרכז מסחרי/האר''י,510,39430
נתניה,אסתר המלכה/הרב יהודה אונטרמן,511,39431
נתניה,דוד פנקס/הרכב,512,39432
נתניה,הנגר/הפלדה,513,39433
נתניה,בית חרושת טריוול,514,39434
נתניה,ארלוזורוב/השומר,515,39435
נתניה,הרב צירלסון/השומר,516,39436
נתניה,ההשכלה/השומר,517,39437
נתניה,ארלוזורוב/הלפרין,518,39438
נתניה,דוד פנקס/צבי שכטרמן,519,39439
נתניה,דוד פנקס/צבי שכטרמן,520,39440
נתניה,פנקס/הקדר,522,39443
נתניה,צבי שכטרמן/הפלדה,523,39444
נתניה,צבי שכטרמן/הפלדה,524,39445
נתניה,צבי שכטרמן/דרך דגניה,525,39446
נתניה,צבי שכטרמן/דרך דגניה,526,39447
נתניה,יוספטל/גליקסון,527,39448
נתניה,משה גליקסון/שמעון פרוג,528,39449
נתניה,דוד פרישמן/משה גליקסון,529,39450
נתניה,אלקלעי/ברק בן אבינועם,531,39452
נתניה,עמק חפר/אליהו גולומב,532,39453
נתניה,דב הוז\ריינס,533,39454
נתניה,נחום סוקולוב/עמק חפר,534,39455
נתניה,עמק חפר מזאה,535,39456
נתניה,פרופסור אלברט איינשטיין/צ.פ. חיות,536,39457
נתניה,פרופסור אלברט איינשטיין/שלמה דרור,537,39458
נתניה,דב הוז\שפינוזה,538,39459
נתניה,אלקלעי/יפתח הגלעדי,539,39460
נתניה,פרופסור אלברט איינשטיין/פרופסור שור,540,39461
נתניה,פרופסור אלברט איינשטיין/פרופסור שור,541,39462
נתניה,בית ספר ש''י עגנון/שמעון בר יוחאי,542,39463
נתניה,יוסף שפרינצק/מיכאל הלפרין,543,39464
נתניה,הרב ז. גולד/הרב צירלסון,544,39465
נתניה,הרב גד מכלוף/שמואל לנדאו,545,39466
נתניה,יוסף שפרינצק/הרב הגר,546,39467
נתניה,דרך דגניה,547,39468
נתניה,יוסף שפרינצק/יוסף ויתקין,548,39469
נתניה,יוסף שפרינצק/עובדיה אברהם הכהן,549,39470
נתניה,שפרינצק/שרה מלכין,550,39471
נתניה,יוסף שפרינצק/הרב מנחם זמבה,551,39472
נתניה,אליעזר קפלן/יוסף אהרונוביץ',552,39473
נתניה,אליעזר קפלן/יוסף שפרינצק,553,39475
נתניה,יוסף שפרינצק/משה מונטיפיורי,554,39476
נתניה,עמק חפר\מזאה,555,39477
נתניה,עמק חפר/מסריק,557,39479
אביחיל,הגדוד העברי/ההגנה,559,39481
אביחיל,מרפאה,560,39482
אביחיל,הגדוד העברי/השומר,562,39484
אביחיל,הגדוד העברי/השומר,563,39485
אביחיל,הגדוד העברי/הבנים,564,39486
עין ורד,קופ''ח כללית,565,39487
עין ורד,הראשונים/הברכות,566,39488
עין שריד,ברבור/עגור,567,39489
עין שריד,מזכירות,568,39490
קדימה צורן,כביש 562/האילנות,569,39492
קדימה צורן,ההדרים צורן/השיקמה צורן,570,39493
קדימה צורן,ההדרים צורן/האילן צורן,571,39494
קדימה צורן,דרך לב השרון/הגפן,572,39495
קדימה צורן,האילנות/הדולב,573,39496
קדימה צורן,ההדרים צורן/הגפן צורן,574,39497
קדימה צורן,דרך לב השרון/הזית,575,39498
קדימה צורן,ההדרים צורן/ההדס צורן,576,39499
קדימה צורן,ההדרים/החרוב,577,39500
נתניה,חבצלת החוף/אירוס הארגמן,578,39501
נתניה,מלון כרמל/שדרות בן גוריון,580,39503
נתניה,ד''ר סטופ/הנרייטה סולד,581,39504
נתניה,מוצקין/כהן מגורי,582,39505
נתניה,שמחה ארליך/אריה מוצקין,583,39506
נתניה,שדרות עובד בן עמי/פייר קניג,584,39507
נתניה,פתח תקווה/לילינבלום,585,39508
נתניה,הצורן/הארי טרומן,586,39509
נתניה,האורג/הפלדה,588,39511
נתניה,בית ספר אורט/פנקס,589,39512
נתניה,דוד פנקס/צבי שכטרמן,590,39513
נתניה,הגביש/המחקר,591,39514
נתניה,פנחס לבון/גולדה מאיר,592,39515
נתניה,איקאה/שדרות גיבורי ישראל,593,39516
קדימה צורן,האילנות/הדולב,596,39519
קדימה צורן,האילנות/הזית,597,39520
קדימה צורן,דרך לב השרון/האילן,598,39521
נתניה,ת. מרכזית נתניה/הורדה,599,39522
נתניה,ת. מרכזית נתניה,600,39523
נתניה,צומת נווה איתמר,601,39524
נתניה,האוניברסיטה/דרך דגניה,602,39525
נתניה,דרך הפארק/הזמיר,603,39526
נתניה,דרך דגניה/ליבר זאב,604,39527
נתניה,דרך דגניה/הרב שלום איפרגן,605,39528
נתניה,השיקמה/השקד,606,39529
נחל שורק,מסעף שער אברהם,608,39531
נתניה,הנשר/הזמיר,610,39533
נתניה,האורזים/צבי שכטרמן,611,39534
נתניה,בית ספר ריגלר/חטיבת אלכסנדרוני,612,39535
גזר,מחלף נשרים,613,39536
נתניה,הרב עובדיה יוסף/דרך דגניה,615,39538
נתניה,האורזים/אורט,616,39539
נתניה,בני וו. רייך/אדר,617,39540
נתניה,בני וו. רייך/אדר,618,39541
נתניה,מכללת הרמלין/המחקר,621,39544
נתניה,בי''ס שי עגנון/הרב יוסף אלישיב,622,39545
נתניה,אלונים/דרך דגניה,624,39547
נתניה,שמואל הנציב/י.ח.ברנר,628,39553
בית יהושע,ת. רכבת בית יהושע,629,39554
שוהם,מודיעים/חיטה,632,39557
בית דגן,כלנית/יסמין,633,39558
נתניה,טום לנטוס/תשרי,634,39559
נתניה,שדרות לנטוס/יוסף,635,39560
נתניה,גשר השלום/הגביש,636,39561
נתניה,הרימון/התמר,639,39566
רמלה,רזיאל/א.ס. לוי,641,39568
ראשון לציון,אנילביץ/שלמה המלך,642,39569
